sentence_id,lang,flores_code,text,domain,topic
111,tel,tel_Telu,"""""""ఇది ఉత్తర కాలిఫోర్నియా యొక్క పశ్చిమ తీరం మీదుగా కదులుతుంది మరియు కాలిఫోర్నియా నుండి మధ్య ఒరెగాన్ గుండా మరియు నెవాడా మరియు ఇడాహో గుండా మరియు ఉటాలోకి ఆకాశాన్ని వెలిగిస్తుంది"""" అని స్టార్‌డస్ట్ యొక్క ప్రాజెక్ట్ మేనేజర్ టామ్ డక్స్‌బరీ చెప్పారు.""",wikinews,Science
112,tel,tel_Telu,"క్యోటో శీతోష్ణస్థితి ఒప్పందంపై సంతకం చేయాలన్న మిస్టర్ రూడ్ నిర్ణయం యునైటెడ్ స్టేట్స్ ను వేరుచేస్తుంది, ఇది ఇప్పుడు ఒప్పందాన్ని ఆమోదించని ఏకైక అభివృద్ధి చెందిన దేశం అవుతుంది.",wikinews,climate
113,tel,tel_Telu,"ఆస్ట్రేలియా మాజీ సంప్రదాయవాద ప్రభుత్వం క్యోటోను ఆమోదించడానికి నిరాకరించింది, ఎందుకంటే బొగ్గు ఎగుమతులపై అధికంగా ఆధారపడటంతో ఆర్థిక వ్యవస్థను దెబ్బతీస్తుందని, భారత్, చైనా వంటి దేశాలు ఉద్గార లక్ష్యాలకు కట్టుబడి ఉండవని చెప్పింది.",wikinews,climate
114,tel,tel_Telu,ఇది eBay చరిత్రలోనే అతి పెద్ద స్వాధీనం.,wikinews,Science and technology
115,tel,tel_Telu,"ఈ కంపెనీ దాని యొక్క లాభాలను వివిధ రకాలుగా వెచ్చించడం ద్వారా Skypeకు బాగా డిమాండ్ ఉన్న చైనా, తూర్పు ఐరోపా, బ్రెజిల్ లాంటి దేశాలలో జనాదరణను పొందాలని ఆశిస్తోంది.",wikinews,Science and technology
116,tel,tel_Telu,ఎన్సెలాడస్ భూవిజ్ఞానపరంగా చురుకుగా మరియు శని యొక్క ఐక్E ఉంగరం యొక్క సంభావ్య వనరుగా శాస్త్రవేత్తలు అనుమానించారు.,wikinews,Science and technology
117,tel,tel_Telu,"ఎన్సెలాడస్ అనేది సోలార్ సిస్టమ్ అత్యంతగా ప్రతిబింబించే ఉపగ్రహం, ఇది తన మీద పడే సూర్యకాంతిని 90 శాతం ప్రతిబింబించేట్లు చేస్తుంది.",wikinews,Science and technology
118,tel,tel_Telu,Fallujahలో 6 రోజుల గేమ్‌ను విడుదల చేయబోమని గేమ్ పబ్లిషర్ Konami ఈరోజు Japanese వారపత్రికలో తెలిపారు.,wikinews,Culture and entertainment
119,tel,tel_Telu,అమెరికన్ మరియు ఇరాకీ దళాల మధ్య జరిగిన దుర్మార్గపు యుద్ధం అయిన ఫలుజా రెండవ యుద్ధంపై ఈ గేమ్ ఆధారపడి ఉంటుంది.,wikinews,Culture and entertainment
120,tel,tel_Telu,"వీడియోను ఇంటర్నెట్‌లో ప్రసారం చేసినప్పటికీ, Big Brother వెబ్‌సైట్‌లో మీడియాను స్టోర్ చేయకపోవడం వలన Big Brother ఆన్‌లైన్ కంటెంట్ సెన్సార్‌షిప్ చట్టాలను ఉల్లంఘించలేదని ACMA కూడా కనుక్కుంది.",wikinews,Politics and conflicts
121,tel,tel_Telu,"ప్రసార సేవల చట్టం ఇంటర్నెట్ విషయం యొక్క నియంత్రణను అందిస్తుంది, అయితే ఇంటర్నెట్ కంటెంట్ గా పరిగణించబడుతుంది, ఇది భౌతికంగా సర్వర్ లో ఉంటుంది.",wikinews,Politics and conflicts
122,tel,tel_Telu,"""Kenyaలోని Nairobiలో ఉన్న United States రాయబారి కార్యాలయం Kenya మరియు Ethiopiaలో """"Somalia నుండి ఉగ్రవాదుల"""" ఆత్మహుతి బాంబు దాడులను నిర్వహించాలని ఆలోచిస్తున్నట్లు హెచ్చరిక జారీ చేసింది.""",wikinews,Politics and conflicts
123,tel,tel_Telu,"""Ethiopia మరియు Kenyaలో """"ప్రముఖ స్థలాలను"""" పేల్చివేయడానికి ఆత్మహుతి దళాల వాడకాన్ని ప్రతేకంగా పేర్కొన్నట్లు ఒక తెలియని సోర్స్ నుండి సమాచారం అందుకున్నట్లు U.S. తెలిపింది.""",wikinews,Politics and conflicts
124,tel,tel_Telu,"ది డైలీ షో మరియు ది కోల్బర్ట్ రిపోర్ట్ కు చాలా కాలం ముందు, హెక్ అండ్ జాన్సన్ 1988లో UWలో విద్యార్థులుగా ఉన్నప్పుడు వార్తలను-మరియు న్యూస్ రిపోర్టింగ్ ను హాస్యాస్పర౦గా ఉ౦చే ఒక ప్రచురణను ఊహి౦చారు.",wikinews,entertainment
125,tel,tel_Telu,"ఆరంభం నుండి, ది ఆనియన్ ఒక నిజమైన వ్యంగ వార్తా సామ్రాజ్యంగా మారింది, ఒక ప్రింట్ ఎడిషన్, ఒక వెబ్సైటుతో అక్టోబర్ నెలలో 5,000,000 మంది వేర్వేరు సందర్శకులను ఆకర్షించింది, వ్యక్తిగత ప్రకటనలు, 24 గంటల న్యూస్ నెట్‌వర్క్, పాడ్‌కాస్ట్‌లు మరియు ఇటీవల అవర్ డంబ్ వరల్డ్ అనే ప్రపంచ అట్లాసును ప్రారంభించింది.",wikinews,entertainment
